SUBCOUNTY,HEALTH FACILITY,PERIOD,POPN,BCG,Polio0,HepB0,Polio1,Polio2,Polio3,IPV,IPV2,PENTA1,PENTA2,PENTA3,PCV1,PCV2,PCV3,Rota1 ,Rota2,Rota3,MR1,YF,Fully_imm,MR2,HPV1-Dose 1,HPV2-Dose 2,VitA1,VitA2,DEW1,DEW2,BCG_POLIO_TARGET,EPI_TARGET,HPV_TARGET,DEW_TARGET,VITA_TARGET
Nakisunga Subcounty,Katente Health Centre II,Mar-25,608.3,9,2,0,17,5,10,26,0,17,5,10,17,5,10,17,5,10,3,3,3,0,0,0,37,35,17,11,29.5,26.2,9.4,253.7,110.1
Nakisunga Subcounty,Kiyoola Health Centre II,Jul-24,533.3,17,8,6,22,26,15,22,26,22,26,15,22,26,15,22,26,15,15,17,15,4,0,0,72,69,69,48,25.9,22.9,8.2,222.4,96.5
Nakisunga Subcounty,Kiyoola Health Centre II,Aug-24,533.3,12,6,6,19,21,13,19,21,19,21,13,19,21,13,19,21,13,20,13,20,7,0,0,80,78,78,73,25.9,22.9,8.2,222.4,96.5
Nakisunga Subcounty,Kiyoola Health Centre II,Sep-24,533.3,13,7,4,17,19,25,17,24,17,19,25,17,19,25,17,19,25,15,8,15,7,0,0,62,94,94,79,25.9,22.9,8.2,222.4,96.5
Nakisunga Subcounty,Kiyoola Health Centre II,Oct-24,533.3,14,7,6,23,26,24,23,26,23,26,24,23,26,24,23,26,24,19,19,19,10,78,162,440,80,1064,0,25.9,22.9,8.2,222.4,96.5
Nakisunga Subcounty,Kiyoola Health Centre II,Nov-24,533.3,17,10,2,16,19,20,16,19,16,19,20,16,19,20,16,19,20,33,33,33,2,10,0,246,184,152,187,25.9,22.9,8.2,222.4,96.5
Nakisunga Subcounty,Kiyoola Health Centre II,Dec-24,533.3,11,8,3,15,7,16,15,7,15,7,16,15,7,16,15,7,0,11,11,11,5,0,0,97,43,43,37,25.9,22.9,8.2,222.4,96.5
Nakisunga Subcounty,Kiyoola Health Centre II,Jan-25,533.3,16,9,5,38,15,20,38,15,38,15,20,38,15,20,38,15,20,22,22,22,10,0,0,185,119,119,109,25.9,22.9,8.2,222.4,96.5
Nakisunga Subcounty,Kiyoola Health Centre II,Feb-25,533.3,10,10,10,13,33,24,13,26,13,33,24,13,33,24,13,33,0,12,12,12,4,0,0,107,69,71,69,25.9,22.9,8.2,222.4,96.5
Nakisunga Subcounty,Kiyoola Health Centre II,Mar-25,533.3,10,8,3,16,18,25,17,25,16,18,25,16,18,25,16,18,25,28,28,28,8,0,0,140,73,73,52,25.9,22.9,8.2,222.4,96.5
Nakisunga Subcounty,Kyabalogo Health Centre II,Jul-24,466.7,2,2,2,26,19,13,16,14,26,20,13,26,19,13,21,16,14,16,15,11,2,0,0,64,15,33,13,22.6,20.1,7.2,194.6,84.5
Nakisunga Subcounty,Kyabalogo Health Centre II,Aug-24,466.7,3,2,2,28,27,21,19,19,28,27,21,28,27,21,26,23,21,15,15,18,9,0,0,17,53,45,30,22.6,20.1,7.2,194.6,84.5
Nakisunga Subcounty,Kyabalogo Health Centre II,Sep-24,466.7,16,9,0,33,21,37,37,33,33,21,37,33,21,37,32,19,37,26,26,26,4,0,0,48,30,36,35,22.6,20.1,7.2,194.6,84.5
Nakisunga Subcounty,Kyabalogo Health Centre II,Oct-24,466.7,16,9,0,46,35,45,45,36,38,43,45,38,43,44,32,19,45,28,30,26,4,5,7,58,29,28,23,22.6,20.1,7.2,194.6,84.5
Nakisunga Subcounty,Kyabalogo Health Centre II,Nov-24,466.7,9,5,5,41,61,55,18,55,41,61,55,41,61,55,18,19,55,58,58,23,59,39,49,113,668,526,391,22.6,20.1,7.2,194.6,84.5
Nakisunga Subcounty,Kyabalogo Health Centre II,Dec-24,466.7,17,12,0,37,24,19,19,25,37,24,19,37,24,19,28,19,18,29,29,14,20,8,4,48,25,25,52,22.6,20.1,7.2,194.6,84.5
Nakisunga Subcounty,Kyabalogo Health Centre II,Jan-25,466.7,10,3,0,22,26,25,29,25,20,26,25,20,24,25,20,26,0,16,8,2,17,2,1,36,17,58,33,22.6,20.1,7.2,194.6,84.5
Nakisunga Subcounty,Kyabalogo Health Centre II,Feb-25,466.7,8,6,0,23,22,9,17,0,23,22,9,23,22,9,23,22,0,14,0,3,518,46,0,52,32,0,0,22.6,20.1,7.2,194.6,84.5
Nakisunga Subcounty,Kyabalogo Health Centre II,Mar-25,466.7,7,5,0,15,18,20,16,0,11,18,20,15,18,20,15,18,0,17,0,12,0,0,0,22,0,66,76,22.6,20.1,7.2,194.6,84.5
Nakisunga Subcounty,Kyetume CBHC Health Centre IV,Jul-24,1258.3,35,18,18,49,47,46,41,39,55,39,45,42,39,48,42,39,45,24,95,24,0,65,36,509,39,434,39,61,54.1,19.4,524.7,227.8
Nakisunga Subcounty,Kyetume CBHC Health Centre IV,Aug-24,1258.3,26,21,21,53,48,39,39,48,52,48,38,47,41,45,56,49,38,42,55,42,0,0,0,133,78,76,78,61,54.1,19.4,524.7,227.8
Nakisunga Subcounty,Kyetume CBHC Health Centre IV,Sep-24,1258.3,31,23,23,20,43,42,40,43,22,43,43,24,38,43,24,43,43,30,24,30,0,0,0,140,92,92,71,61,54.1,19.4,524.7,227.8
Nakisunga Subcounty,Kyetume CBHC Health Centre IV,Oct-24,1258.3,35,22,22,41,35,53,46,34,40,34,54,39,39,54,44,35,54,36,42,36,0,73,40,192,38,157,38,61,54.1,19.4,524.7,227.8
Nakisunga Subcounty,Kyetume CBHC Health Centre IV,Nov-24,1258.3,38,29,29,27,35,50,31,34,22,34,45,23,38,44,20,36,45,65,30,65,51,219,162,201,49,95,62,61,54.1,19.4,524.7,227.8
Nakisunga Subcounty,Kyetume CBHC Health Centre IV,Dec-24,1258.3,34,26,0,35,19,29,25,0,33,18,23,35,16,15,8,9,0,24,0,24,0,0,0,168,93,101,101,61,54.1,19.4,524.7,227.8
Nakisunga Subcounty,Kyetume CBHC Health Centre IV,Jan-25,1258.3,46,26,35,53,30,28,77,49,74,54,52,79,50,49,27,16,21,46,46,48,36,0,0,291,72,144,57,61,54.1,19.4,524.7,227.8
Nakisunga Subcounty,Kyetume CBHC Health Centre IV,Feb-25,1258.3,0,34,43,62,73,65,46,50,61,70,65,61,74,69,27,45,0,49,55,80,57,0,4,247,112,144,135,61,54.1,19.4,524.7,227.8
Nakisunga Subcounty,Kyetume CBHC Health Centre IV,Mar-25,1258.3,32,43,45,84,70,99,70,97,86,79,110,87,80,126,22,24,0,48,61,48,45,4,0,388,217,407,214,61,54.1,19.4,524.7,227.8
Nakisunga Subcounty,Namuyenje Health Centre II,Jul-24,300,16,8,7,42,28,35,42,29,33,28,32,40,28,31,41,30,32,36,30,34,10,0,0,5,47,44,11,14.6,12.9,4.6,125.1,54.3
Nakisunga Subcounty,Namuyenje Health Centre II,Aug-24,300,13,13,8,44,43,45,44,41,45,42,45,44,41,40,40,42,45,49,44,0,18,0,0,108,0,0,0,14.6,12.9,4.6,125.1,54.3
Nakisunga Subcounty,Namuyenje Health Centre II,Sep-24,300,21,14,9,34,43,42,38,35,35,43,41,35,43,40,37,38,35,61,61,61,18,0,0,112,77,77,91,14.6,12.9,4.6,125.1,54.3
Nakisunga Subcounty,Namuyenje Health Centre II,Oct-24,300,16,14,12,19,36,31,19,30,35,30,22,35,29,24,35,29,30,43,29,0,23,0,0,58,0,74,0,14.6,12.9,4.6,125.1,54.3
Nakisunga Subcounty,Namuyenje Health Centre II,Nov-24,300,27,27,14,44,29,38,44,22,42,28,39,44,27,39,45,28,38,48,46,92,11,24,0,98,0,68,29,14.6,12.9,4.6,125.1,54.3
Nakisunga Subcounty,Namuyenje Health Centre II,Dec-24,300,25,19,15,36,30,37,38,38,40,45,40,39,48,40,45,41,42,17,32,0,14,0,0,83,35,59,0,14.6,12.9,4.6,125.1,54.3
Nakisunga Subcounty,Namuyenje Health Centre II,Jan-25,300,25,18,14,35,32,35,45,40,47,44,39,47,45,39,36,36,35,44,44,0,21,0,0,142,0,87,77,14.6,12.9,4.6,125.1,54.3
Nakisunga Subcounty,Namuyenje Health Centre II,Feb-25,300,19,18,16,45,46,44,40,41,43,44,44,41,40,46,42,42,42,43,41,0,19,0,0,0,0,0,0,14.6,12.9,4.6,125.1,54.3
Nakisunga Subcounty,Namuyenje Health Centre II,Mar-25,300,18,18,0,36,45,39,40,0,48,38,43,30,46,34,36,49,0,46,0,0,21,0,0,204,0,0,0,14.6,12.9,4.6,125.1,54.3
Nakisunga Subcounty,Seeta Nazigo Health Centre III,Jul-24,1725,49,42,41,40,40,41,40,37,40,40,42,40,40,41,40,39,42,28,21,13,15,45,7,33,0,27,2,83.7,74.2,26.6,719.3,312.2
Nakisunga Subcounty,Seeta Nazigo Health Centre III,Aug-24,1725,42,37,33,43,38,33,43,31,43,38,33,43,38,33,43,38,33,33,33,21,6,12,0,40,0,17,0,83.7,74.2,26.6,719.3,312.2
Nakisunga Subcounty,Seeta Nazigo Health Centre III,Sep-24,1725,53,48,21,54,52,45,52,37,52,51,45,53,51,46,54,50,45,47,47,22,16,0,0,43,0,31,0,83.7,74.2,26.6,719.3,312.2
Nakisunga Subcounty,Seeta Nazigo Health Centre III,Oct-24,1725,46,37,0,70,58,51,70,49,70,58,51,70,58,51,70,58,50,48,48,24,35,141,72,65,0,26,0,83.7,74.2,26.6,719.3,312.2
Nakisunga Subcounty,Seeta Nazigo Health Centre III,Nov-24,1725,41,39,16,77,66,74,77,73,79,68,67,77,70,65,65,66,60,123,134,10,329,229,89,742,647,480,3235,83.7,74.2,26.6,719.3,312.2
Nakisunga Subcounty,Seeta Nazigo Health Centre III,Dec-24,1725,28,20,16,37,56,59,45,76,49,65,74,49,65,74,49,63,73,43,39,27,9,0,0,22,0,1,0,83.7,74.2,26.6,719.3,312.2
Nakisunga Subcounty,Seeta Nazigo Health Centre III,Jan-25,1725,44,18,15,39,38,41,60,63,61,53,66,61,53,66,61,53,66,53,53,31,18,0,0,37,5,20,0,83.7,74.2,26.6,719.3,312.2
Nakisunga Subcounty,Seeta Nazigo Health Centre III,Feb-25,1725,42,34,20,66,52,63,49,59,48,62,57,48,62,58,48,62,58,162,23,16,3500,35,157,34,0,8,0,83.7,74.2,26.6,719.3,312.2
Nakisunga Subcounty,Seeta Nazigo Health Centre III,Mar-25,1725,29,24,17,42,47,45,42,49,42,41,49,42,41,49,42,41,49,49,30,24,8,0,0,27,0,8,0,83.7,74.2,26.6,719.3,312.2
Nakisunga Subcounty,Nakisunga Subcounty,Jul-24,5233.3,131,87,84,193,167,166,181,157,190,160,163,182,161,161,180,163,164,142,194,120,31,131,44,752,197,1176,358,253.8,225,80.6,2182.3,947.2
Nakisunga Subcounty,Nakisunga Subcounty,Aug-24,5233.3,103,86,75,202,198,160,182,180,202,197,159,196,189,161,198,194,159,173,179,110,50,14,9,419,228,241,189,253.8,225,80.6,2182.3,947.2
Nakisunga Subcounty,Nakisunga Subcounty,Sep-24,5233.3,153,114,70,171,194,211,203,195,173,194,209,175,188,212,176,188,203,199,182,171,48,7,6,440,334,374,310,253.8,225,80.6,2182.3,947.2
Nakisunga Subcounty,Nakisunga Subcounty,Oct-24,5233.3,133,94,45,211,208,223,223,195,224,206,212,223,210,216,216,194,219,183,176,113,78,310,290,907,209,1854,320,253.8,225,80.6,2182.3,947.2
Nakisunga Subcounty,Nakisunga Subcounty,Nov-24,5233.3,145,118,74,223,222,246,207,215,218,222,235,219,227,232,180,181,227,351,317,244,455,711,469,1523,1657,1620,4172,253.8,225,80.6,2182.3,947.2
Nakisunga Subcounty,Nakisunga Subcounty,Dec-24,5233.3,123,85,41,164,139,164,154,157,187,173,182,188,174,174,158,153,133,136,116,81,54,8,4,456,235,316,283,253.8,225,80.6,2182.3,947.2
Nakisunga Subcounty,Nakisunga Subcounty,Jan-25,5233.3,174,89,83,222,171,174,319,210,284,229,236,289,223,232,227,183,158,218,189,132,121,2,1,797,258,511,355,253.8,225,80.6,2182.3,947.2
Nakisunga Subcounty,Nakisunga Subcounty,Feb-25,5233.3,100,112,90,236,247,224,207,176,216,252,218,214,252,225,181,225,111,363,145,153,4111,83,162,550,296,382,346,253.8,225,80.6,2182.3,947.2
Nakisunga Subcounty,Nakisunga Subcounty,Mar-25,5233.3,122,102,68,231,230,262,256,179,241,226,281,228,235,288,169,182,92,215,128,133,86,4,0,893,351,621,377,253.8,225,80.6,2182.3,947.2
Nama Subcounty,Bulika Health Centre II,Jul-24,633.3,16,11,11,25,20,27,45,17,24,23,32,24,23,32,21,16,32,29,19,27,9,0,0,52,33,29,33,30.7,27.2,9.8,264.1,114.6
Nama Subcounty,Bulika Health Centre II,Aug-24,633.3,14,26,5,15,18,19,15,19,10,21,19,11,19,19,11,19,19,26,21,24,4,0,0,47,19,20,18,30.7,27.2,9.8,264.1,114.6
Nama Subcounty,Bulika Health Centre II,Sep-24,633.3,12,7,7,12,15,24,51,25,21,18,24,21,18,24,21,21,24,29,30,28,2,0,0,42,30,25,37,30.7,27.2,9.8,264.1,114.6
Nama Subcounty,Bulika Health Centre II,Oct-24,633.3,19,5,5,19,15,14,38,18,21,23,20,21,27,20,21,25,20,25,16,24,9,0,0,34,34,19,34,30.7,27.2,9.8,264.1,114.6
Nama Subcounty,Bulika Health Centre II,Nov-24,633.3,11,7,0,21,21,16,15,0,18,21,17,18,21,18,16,17,0,18,0,13,7,312,0,208,477,99,2516,30.7,27.2,9.8,264.1,114.6
Nama Subcounty,Bulika Health Centre II,Dec-24,633.3,20,10,2,11,12,16,50,28,21,8,27,22,11,27,22,12,23,15,15,15,0,0,0,36,18,33,23,30.7,27.2,9.8,264.1,114.6
Nama Subcounty,Bulika Health Centre II,Jan-25,633.3,18,3,0,6,7,6,44,13,35,22,18,34,21,18,31,20,14,22,12,22,13,1,0,39,18,30,26,30.7,27.2,9.8,264.1,114.6
Nama Subcounty,Bulika Health Centre II,Feb-25,633.3,7,5,1,15,24,27,32,30,15,24,27,15,24,27,14,24,0,15,15,13,5,0,0,26,43,10,36,30.7,27.2,9.8,264.1,114.6
Nama Subcounty,Bulika Health Centre II,Mar-25,633.3,6,6,1,11,18,17,36,17,19,28,17,14,18,17,19,18,0,18,12,21,0,0,0,33,18,13,18,30.7,27.2,9.8,264.1,114.6
Nama Subcounty,Kasenge Health Centre II,Jul-24,441.7,19,10,11,49,37,41,49,41,49,37,41,49,37,41,49,37,41,40,33,40,7,0,0,44,83,0,0,21.4,19,6.8,184.2,79.9
Nama Subcounty,Kasenge Health Centre II,Aug-24,441.7,20,13,8,22,45,33,22,33,22,45,33,22,45,33,22,45,33,48,48,48,8,0,0,26,33,41,0,21.4,19,6.8,184.2,79.9
Nama Subcounty,Kasenge Health Centre II,Sep-24,441.7,17,14,13,37,28,49,37,46,37,28,49,37,28,49,37,28,49,33,33,33,5,0,0,36,18,18,0,21.4,19,6.8,184.2,79.9
Nama Subcounty,Kasenge Health Centre II,Oct-24,441.7,23,18,1,46,46,33,46,33,46,45,33,46,45,33,46,45,33,39,39,39,10,0,0,38,0,0,0,21.4,19,6.8,184.2,79.9
Nama Subcounty,Kasenge Health Centre II,Nov-24,441.7,47,41,41,30,65,61,63,62,61,62,65,61,62,65,61,62,65,70,33,70,57,550,71,784,0,2517,41,21.4,19,6.8,184.2,79.9
Nama Subcounty,Kasenge Health Centre II,Dec-24,441.7,23,6,2,32,31,32,32,32,32,31,32,32,31,32,32,31,0,20,19,18,9,0,0,100,0,0,0,21.4,19,6.8,184.2,79.9
Nama Subcounty,Kasenge Health Centre II,Jan-25,441.7,24,12,11,35,29,37,35,45,35,43,44,35,43,44,35,43,44,28,28,43,9,0,0,32,43,43,0,21.4,19,6.8,184.2,79.9
Nama Subcounty,Kasenge Health Centre II,Feb-25,441.7,15,9,0,44,50,35,44,35,44,50,35,44,50,35,44,45,0,39,335,35,335,0,0,30,34,34,0,21.4,19,6.8,184.2,79.9
Nama Subcounty,Kasenge Health Centre II,Mar-25,441.7,21,20,8,29,32,45,29,45,29,32,45,29,32,45,29,32,0,48,48,48,22,0,0,103,0,58,0,21.4,19,6.8,184.2,79.9
Nama Subcounty,Katoogo Health Centre III,Jul-24,1875,63,52,52,70,79,79,67,67,72,67,67,68,78,72,50,59,67,90,4,90,0,73,129,129,33,127,67,90.9,80.6,28.9,781.9,339.4
Nama Subcounty,Katoogo Health Centre III,Aug-24,1875,83,67,67,72,61,71,140,84,83,84,81,77,69,81,71,76,81,107,18,50,0,40,30,259,277,613,544,90.9,80.6,28.9,781.9,339.4
Nama Subcounty,Katoogo Health Centre III,Sep-24,1875,67,37,37,36,33,43,99,69,77,69,62,42,65,57,55,52,62,67,90,184,0,9,18,372,497,733,455,90.9,80.6,28.9,781.9,339.4
Nama Subcounty,Katoogo Health Centre III,Oct-24,1875,92,56,56,57,44,51,128,67,74,67,80,72,61,71,64,64,80,58,107,115,0,19,52,380,388,731,530,90.9,80.6,28.9,781.9,339.4
Nama Subcounty,Katoogo Health Centre III,Nov-24,1875,77,59,59,69,68,91,140,68,74,68,94,71,68,89,68,71,94,61,67,165,0,245,90,1762,1246,3443,2473,90.9,80.6,28.9,781.9,339.4
Nama Subcounty,Katoogo Health Centre III,Dec-24,1875,100,73,0,72,69,86,147,0,77,69,92,71,70,77,73,64,0,83,0,160,48,20,11,479,634,640,647,90.9,80.6,28.9,781.9,339.4
Nama Subcounty,Katoogo Health Centre III,Jan-25,1875,116,85,0,89,85,92,205,0,108,95,115,92,101,105,98,82,0,100,0,243,43,14,17,210,280,174,452,90.9,80.6,28.9,781.9,339.4
Nama Subcounty,Katoogo Health Centre III,Feb-25,1875,78,83,74,90,85,85,169,80,96,86,92,85,80,83,79,76,79,30,69,32,1055,10,18,997,657,910,242,90.9,80.6,28.9,781.9,339.4
Nama Subcounty,Katoogo Health Centre III,Mar-25,1875,85,79,0,72,63,77,168,0,78,85,83,78,78,87,83,77,0,61,0,22,24,15,13,486,215,608,548,90.9,80.6,28.9,781.9,339.4
Nama Subcounty,Mpoma Health Centre II,Jul-24,716.7,18,11,11,27,23,29,29,23,27,23,29,27,23,29,27,23,29,9,24,7,4,0,0,24,23,46,144,34.8,30.8,11,298.9,129.7
Nama Subcounty,Mpoma Health Centre II,Aug-24,716.7,16,7,7,23,32,21,15,23,23,32,21,23,32,21,23,32,21,12,12,12,5,0,0,30,26,32,9,34.8,30.8,11,298.9,129.7
Nama Subcounty,Mpoma Health Centre II,Sep-24,716.7,11,8,0,16,16,25,41,25,16,16,25,16,16,25,16,16,0,16,16,25,4,0,0,0,0,0,0,34.8,30.8,11,298.9,129.7
Nama Subcounty,Mpoma Health Centre II,Oct-24,716.7,11,4,4,17,21,13,13,17,17,21,13,17,21,13,17,21,13,23,18,35,1,0,0,15,35,35,37,34.8,30.8,11,298.9,129.7
Nama Subcounty,Mpoma Health Centre II,Nov-24,716.7,12,8,8,24,22,19,19,24,24,22,19,24,24,19,24,24,19,21,21,23,15,0,0,27,468,1448,760,34.8,30.8,11,298.9,129.7
Nama Subcounty,Mpoma Health Centre II,Dec-24,716.7,15,13,0,19,22,20,14,19,19,22,20,19,22,20,28,24,23,23,0,0,6,0,0,0,0,0,0,34.8,30.8,11,298.9,129.7
Nama Subcounty,Mpoma Health Centre II,Jan-25,716.7,5,3,0,20,14,18,18,20,20,14,18,20,14,18,20,14,0,14,14,12,7,0,0,30,12,70,31,34.8,30.8,11,298.9,129.7
Nama Subcounty,Mpoma Health Centre II,Feb-25,716.7,9,9,6,15,26,19,15,15,15,24,29,15,26,19,15,23,0,25,20,19,0,0,0,19,9,106,0,34.8,30.8,11,298.9,129.7
Nama Subcounty,Mpoma Health Centre II,Mar-25,716.7,17,11,1,15,22,27,27,15,15,22,23,15,22,23,15,22,0,23,23,23,0,0,0,19,16,23,8,34.8,30.8,11,298.9,129.7
Nama Subcounty,Nama Wellness Community Health Centre III,Jul-24,400,28,20,20,49,32,31,80,32,50,32,31,49,34,30,57,42,31,42,385,42,15,0,0,33,50,40,12,19.4,17.2,6.2,166.8,72.4
Nama Subcounty,Nama Wellness Community Health Centre III,Aug-24,400,20,15,0,25,29,23,47,22,25,29,22,26,29,23,26,41,20,20,24,20,12,0,0,17,49,28,19,19.4,17.2,6.2,166.8,72.4
Nama Subcounty,Nama Wellness Community Health Centre III,Sep-24,400,33,1,1,7,4,4,47,20,24,20,24,24,20,24,24,20,24,30,20,29,11,0,0,19,17,17,26,19.4,17.2,6.2,166.8,72.4
Nama Subcounty,Nama Wellness Community Health Centre III,Oct-24,400,30,8,0,22,9,1,68,29,38,34,29,38,34,29,38,34,30,27,27,27,9,0,0,71,35,45,35,19.4,17.2,6.2,166.8,72.4
Nama Subcounty,Nama Wellness Community Health Centre III,Nov-24,400,48,18,18,64,45,19,71,44,43,44,28,42,42,28,40,42,28,37,27,0,27,55,25,36,19,13,17,19.4,17.2,6.2,166.8,72.4
Nama Subcounty,Nama Wellness Community Health Centre III,Dec-24,400,12,9,0,33,35,25,26,0,26,23,26,26,23,22,26,23,0,22,0,0,12,1,0,40,10,22,10,19.4,17.2,6.2,166.8,72.4
Nama Subcounty,Nama Wellness Community Health Centre III,Jan-25,400,21,9,10,14,17,12,65,40,25,32,40,25,32,40,25,32,0,34,34,34,10,0,0,34,31,18,25,19.4,17.2,6.2,166.8,72.4
Nama Subcounty,Nama Wellness Community Health Centre III,Feb-25,400,14,12,11,37,18,23,29,23,29,16,21,30,16,23,28,18,22,19,19,0,260,0,0,36,26,18,26,19.4,17.2,6.2,166.8,72.4
Nama Subcounty,Nama Wellness Community Health Centre III,Mar-25,400,11,10,6,26,36,36,46,20,26,24,20,26,24,20,26,24,0,0,26,0,8,0,0,57,15,25,15,19.4,17.2,6.2,166.8,72.4
Nama Subcounty,Noah's Ark Health Centre III,Jul-24,583.3,9,6,6,16,12,20,37,12,17,12,20,17,12,20,17,12,20,9,83,9,9,0,0,17,23,0,0,28.3,25.1,9,243.2,105.6
Nama Subcounty,Noah's Ark Health Centre III,Aug-24,583.3,9,7,7,14,12,12,25,12,14,12,13,13,12,12,14,12,13,9,9,9,10,0,0,24,2,0,0,28.3,25.1,9,243.2,105.6
Nama Subcounty,Noah's Ark Health Centre III,Sep-24,583.3,6,9,9,11,15,14,25,15,11,15,14,11,15,14,18,22,14,15,9,15,1,0,0,10,17,0,0,28.3,25.1,9,243.2,105.6
Nama Subcounty,Noah's Ark Health Centre III,Oct-24,583.3,9,6,6,19,17,20,40,17,19,17,20,19,17,20,19,17,20,25,15,25,13,0,0,26,34,2,31,28.3,25.1,9,243.2,105.6
Nama Subcounty,Noah's Ark Health Centre III,Nov-24,583.3,12,12,12,18,15,13,31,15,18,15,13,18,15,13,18,15,13,14,25,14,5,2,120,21,12,8,16,28.3,25.1,9,243.2,105.6
Nama Subcounty,Noah's Ark Health Centre III,Dec-24,583.3,6,7,0,11,24,23,36,0,13,24,23,13,24,23,27,35,0,7,0,7,3,0,0,12,7,3,7,28.3,25.1,9,243.2,105.6
Nama Subcounty,Noah's Ark Health Centre III,Jan-25,583.3,12,17,0,25,15,14,37,0,24,15,12,23,13,14,18,9,0,25,0,17,6,9,0,18,16,10,14,28.3,25.1,9,243.2,105.6
Nama Subcounty,Noah's Ark Health Centre III,Feb-25,583.3,9,10,0,9,23,13,23,0,8,23,14,8,23,14,9,25,0,13,0,13,4,0,0,24,0,13,0,28.3,25.1,9,243.2,105.6
Nama Subcounty,Noah's Ark Health Centre III,Mar-25,583.3,16,13,0,11,12,24,38,0,14,12,24,14,12,24,20,32,0,17,0,17,0,0,0,17,17,21,4,28.3,25.1,9,243.2,105.6
Nama Subcounty,Takajjunge Health Centre III,Jul-24,691.7,31,26,20,39,54,56,229,56,38,54,56,39,54,55,38,56,60,40,56,39,27,1,1,164,86,110,204,33.5,29.7,10.7,288.4,125.2
Nama Subcounty,Takajjunge Health Centre III,Aug-24,691.7,20,13,12,46,41,43,45,43,45,40,44,45,40,44,44,41,46,44,51,42,23,2,1,100,78,77,125,33.5,29.7,10.7,288.4,125.2
Nama Subcounty,Takajjunge Health Centre III,Sep-24,691.7,30,20,17,29,44,31,28,31,28,44,31,28,44,31,29,43,32,62,62,60,25,0,4,67,53,33,104,33.5,29.7,10.7,288.4,125.2
Nama Subcounty,Takajjunge Health Centre III,Oct-24,691.7,38,30,30,40,38,57,40,56,41,38,56,40,38,56,40,38,55,42,49,40,21,75,33,151,65,268,123,33.5,29.7,10.7,288.4,125.2
Nama Subcounty,Takajjunge Health Centre III,Nov-24,691.7,40,31,11,57,37,49,59,49,59,38,49,57,38,49,58,38,49,61,64,55,48,169,5,123,1074,702,3885,33.5,29.7,10.7,288.4,125.2
Nama Subcounty,Takajjunge Health Centre III,Dec-24,691.7,30,24,6,36,41,31,61,32,39,42,31,39,42,31,39,42,31,27,29,27,24,1,0,26,56,32,44,33.5,29.7,10.7,288.4,125.2
Nama Subcounty,Takajjunge Health Centre III,Jan-25,691.7,50,44,32,61,52,52,59,50,59,50,50,59,50,18,58,48,50,49,52,46,30,2,0,47,84,28,115,33.5,29.7,10.7,288.4,125.2
Nama Subcounty,Takajjunge Health Centre III,Feb-25,691.7,35,25,19,41,60,54,40,50,40,60,51,40,60,51,40,60,51,63,62,52,780,30,16,114,96,51,171,33.5,29.7,10.7,288.4,125.2
Nama Subcounty,Takajjunge Health Centre III,Mar-25,691.7,44,43,31,45,40,49,45,50,45,41,48,44,40,49,43,42,48,33,26,32,27,0,0,70,50,19,105,33.5,29.7,10.7,288.4,125.2
Nama Subcounty,Uganda Martyrs Medical Centre,Jul-24,541.7,17,7,7,42,51,48,90,51,42,51,48,41,51,48,42,99,48,30,61,30,7,15,15,63,62,83,63,26.3,23.3,8.3,225.9,98
Nama Subcounty,Uganda Martyrs Medical Centre,Aug-24,541.7,22,18,18,39,47,53,92,47,39,47,53,39,47,53,39,100,53,33,30,40,12,3,2,35,55,80,96,26.3,23.3,8.3,225.9,98
Nama Subcounty,Uganda Martyrs Medical Centre,Sep-24,541.7,16,11,11,26,36,40,66,36,26,36,40,26,36,40,26,76,40,36,33,20,11,0,0,56,65,90,49,26.3,23.3,8.3,225.9,98
Nama Subcounty,Uganda Martyrs Medical Centre,Oct-24,541.7,36,18,18,40,41,43,81,41,40,41,43,40,41,43,40,84,43,33,36,30,0,0,0,0,0,0,0,26.3,23.3,8.3,225.9,98
Nama Subcounty,Uganda Martyrs Medical Centre,Nov-24,541.7,106,30,30,35,35,34,69,35,35,35,64,47,35,52,47,87,64,110,33,35,0,0,0,0,0,0,0,26.3,23.3,8.3,225.9,98
Nama Subcounty,Uganda Martyrs Medical Centre,Dec-24,541.7,82,17,0,39,29,34,103,0,51,29,52,51,29,52,51,81,0,105,0,35,5,0,0,102,84,114,21,26.3,23.3,8.3,225.9,98
Nama Subcounty,Uganda Martyrs Medical Centre,Jan-25,541.7,39,25,0,53,52,47,100,0,53,52,47,53,52,47,53,99,0,63,0,20,25,0,0,66,50,41,28,26.3,23.3,8.3,225.9,98
Nama Subcounty,Uganda Martyrs Medical Centre,Feb-25,541.7,32,18,0,45,45,52,97,0,45,45,52,45,45,52,45,97,0,38,0,53,30,0,0,54,109,133,64,26.3,23.3,8.3,225.9,98
Nama Subcounty,Uganda Martyrs Medical Centre,Mar-25,541.7,19,11,0,44,50,55,44,0,44,50,55,44,50,55,44,50,0,50,0,20,18,0,0,51,15,15,0,26.3,23.3,8.3,225.9,98
Nama Subcounty,Nama Subcounty,Jul-24,5883.3,201,143,138,317,308,331,626,299,319,299,324,314,312,327,301,344,328,289,665,284,78,89,145,526,393,435,523,285.3,253,90.6,2453.3,1064.9
